path,source,label
/workspaces/SigWavNet-Learning/EmoDB/13a02Ec.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/16a07Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/15a02Ea.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/08a04La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/09b09Ea.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/03a07Fb.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/11a02Tc.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/09b09Nd.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/08b10Tc.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/13b09Ec.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/16a04Nc.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/13a05Ea.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/13b09Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/11a05Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/03b10Ec.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/11a04Nd.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/12a02Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/15b03Tc.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/08a07Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/10b01Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/09b01Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/03b10Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/03a04Ad.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/09a04Fd.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/13b09Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/08a07Tb.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/16b01Tb.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/08a07La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/16a07La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/11a02Fb.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/13a04Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/13a05Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/13b01Nc.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/16b03Ta.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/08a04Ff.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/14a05Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/09b10Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/14a04Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/08a04Nc.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/13b01Fc.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/03a05Nd.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/13a07Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/16a02Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/09a07Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/14b09Fc.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/10a05Tb.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/15b02Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/08a01Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/16b10Tb.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/12b03La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/14b09Ea.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/16b03Fd.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/10b03La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/03b01Fa.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/16b03La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/11a02Ld.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/14b03Ad.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/11b01Eb.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/08b09Tb.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/08a05Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/08a01Ab.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/14a02Tb.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/15b09Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/15b10Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/10b01Ea.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/11b01Ab.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/15b02Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/15a05Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/08b09Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/13a05Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/15a07Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/08a05Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/12a04Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/14a07Ld.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/03b02Tb.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/08b03Tc.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/15b03Lc.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/13b09Fb.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/14a01Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/13b02Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/15a05Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/15a04Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/13a01Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/11a07Ld.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/11b09Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/03b01Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/16a05Ab.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/16b10Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/14a02Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/14b02Fb.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/08b01Fe.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/16a02Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/13b02Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/03b10Ab.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/15a07Fb.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/11b10Td.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/10b02Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/14a05Fa.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/14b01Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/10b10Lc.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/14a02Ab.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/08a02Ab.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/14b01Fa.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/13b10Nc.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/11b03Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/14b01Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/08a07Fd.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/13a02Nc.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/09a02Eb.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/10b10Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/15a07Eb.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/10a01Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/15b10Lc.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/11a04Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/16a04Lc.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/11b01Fc.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/10a05Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/16a07Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/08a02Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/13a07Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/16a04La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/03b01Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/13a02Ad.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/14b10Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/14a07Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/03b01Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/16b01Fa.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/15b10Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/12b10Ld.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/11a05Fc.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/14b02Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/14b01Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/08b10Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/08b10Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/11b02Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/13a05Tc.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/09a04Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/12a01Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/14a05Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/10b09Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/13b09La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/15a02Wd.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/08b03Wd.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/14a05Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/08a01Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/09b03Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/03a01Fa.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/16a07Ea.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/16b02Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/15a01Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/14b03Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/16a05Fc.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/16b01Lc.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/11a05Td.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/11a01Ab.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/12a01Fb.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/16a01Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/09b10Nd.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/12a05Ab.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/09b01Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/16b02Fd.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/12a07La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/10a02Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/13a01Fd.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/14a04Tb.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/14b03Ed.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/09b03Ed.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/15b09Fa.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/08b03Lc.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/13a01Ea.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/15b02Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/11b09Ld.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/09a02Ea.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/16b01Eb.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/16a02Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/08a02Fe.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/12b09Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/08a02Tb.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/13a04Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/14a01Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/15a02Ta.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/03a05Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/08b02Ff.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/12b01Ta.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/14a05Ta.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/08a01Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/10a04Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/16a01Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/16b03Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/09a04La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/12a01Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/12b03Ta.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/10b03Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/13b03Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/11a04Fd.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/16a05Ea.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/14a01Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/13a05Lc.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/08a02La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/08a07Ta.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/03b01Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/03a05Fc.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/09a07Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/16b09Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/11b01Nc.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/03b02Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/03b03Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/16a02Ea.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/16b10Eb.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/16b10Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/15b02Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/15a05Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/15b09Ta.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/16a01Nc.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/11b01Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/08b02Wd.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/11a02Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/14b09Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/16a01Fc.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/09a05Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/09b01Ea.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/13b02Fb.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/13b01Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/11b09Td.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/14b02Wd.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/15b01Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/16b10Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/12b02Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/15a04Ac.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/11a01Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/10a07Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/08a01Fd.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/11a02Ec.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/13a07Fd.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/12a02Ec.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/10a05Ld.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/09a05Ed.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/12b10Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/14b03Lb.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/15a07Fa.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/09a07Eb.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/03b02La.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/13b09Fc.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/11b03Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/14a02Nc.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/16b03Ad.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/13a07Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/13b03Ed.wav,EMO-DB,disgust
/workspaces/SigWavNet-Learning/EmoDB/11b03Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/08b01Aa.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/11b02Fd.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/11b10Ld.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/10a05Wb.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/12b02Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/03a01Wa.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/14a05Fb.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/15a02Na.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/12b09Wc.wav,EMO-DB,angry
/workspaces/SigWavNet-Learning/EmoDB/13a07Tc.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/15a04Fd.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/11b10Ad.wav,EMO-DB,fear
/workspaces/SigWavNet-Learning/EmoDB/08b03Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/09a01Fa.wav,EMO-DB,happy
/workspaces/SigWavNet-Learning/EmoDB/09a07Ta.wav,EMO-DB,sad
/workspaces/SigWavNet-Learning/EmoDB/13a01Nb.wav,EMO-DB,neutral
/workspaces/SigWavNet-Learning/EmoDB/13a02Lc.wav,EMO-DB,boredom
/workspaces/SigWavNet-Learning/EmoDB/14b09Wa.wav,EMO-DB,angry
